,Unnamed: 0,quoteID,quotation,speaker,qids,date,numOccurrences,urls,phase,speaker_prob,url_countries,disaster
10,42951,2008-10-04-037614,"we can form a team comprising water experts as well as from other departments such as the foreign office and the law ministry provided we are given an assurance about the commission level meeting to discuss the issue threadbare,",ali shah,Multiple,2008-10-04 14:15:06,1,['http://redorbit.com/news/science/1577629/india_invites_pakistan_team_to_inspect_dam_in_kashmir_/index.html?source=r_science'],A,0.5708,['US'],1
11,1228,2008-09-16-071761,"you know, somebody actually complimented me on my driving today. they left a little note on the windscreen. it said, `parking fine.' so that was nice.",Tim Vine,Q7804427,2008-09-16 11:49:57,20,"['http://uk.answers.yahoo.com/question/index?qid=20080916042812AAnSMKh'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=34100391&blogId=266259877'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=73467489&blogId=174736344'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=187076067&blogId=266148588'
 'http://anewwayoflife08.wordpress.com/2009/09/27/boom-boom/'
 'http://lse.co.uk/shareChat.asp?ShareTicker=LLOY&post=1411642&type=regular'
 'http://lego.wikia.com/index.php?title=User:Kingcjc/SUPER_MEGA-BUREAUCRAT_CABAL&diff=454171&oldid=prev'
 'http://lego.wikia.com/index.php?title=User:Kingcjc/SUPER_MEGA-BUREAUCRAT_CABAL&diff=454174&oldid=prev'
 'http://lego.wikia.com/index.php?title=User:Kingcjc/SUPER_MEGA-BUREAUCRAT_CABAL&diff=454179&oldid=prev'
 'http://lego.wikia.com/index.php?title=User:Kingcjc/SUPER_MEGA-BUREAUCRAT_CABAL&diff=454471&oldid=prev'
 'http://easier.com/117687-50-funniest-jokes-of-all-time.html'
 'http://www.femalefirst.co.uk/relationships/jokes-330871.html?utm_source=ff&utm_medium=rss&utm_campaign=siteFeed'
 'http://www.dailystar.co.uk/news/latest-news/335613/The-TOP-50-funniest-gags-ever-read-them-all-here'
 'http://www.torquayheraldexpress.co.uk/Smiles-Sunday-50-best-jokes/story-19730673-detail/story.html'
 'http://forums.nzgamer.com/topic/23659-the-joke-topic/'
 'http://www.torquayheraldexpress.co.uk/Titters-Tuesday-50-best-jokes/story-21741043-detail/story.html'
 'http://www.hulldailymail.co.uk/Rapid-comic-Tim-Vine-play-Hull/story-27723622-detail/story.html'
 'http://femalefirst.co.uk/relationships/jokes-330871.html'
 'https://inews.co.uk/essentials/culture/television/tim-vine-best-jokes-and-one-liners/'
 'https://inews.co.uk/light-relief/jokes/tim-vine-best-jokes-and-one-liners/']",A,0.419,['US' 'UK'],1
12,101689,2008-12-18-025819,"it is like our christmas list, we are checking everything twice,",mark cook,Multiple,2008-12-18 08:10:05,1,['http://thesunchronicle.com/articles/2008/12/18/news/4112293.txt'],A,0.5905,['US'],1
13,14161,2008-11-27-038000,the us has the most complicated election process in the world. there are practiced election stealers in the cuban-american lobby in florida...,fidel castro,Q11256,2008-11-27 11:19:23,6,"['http://blog.myspace.com/index.cfm?fuseaction=blog.view&friendID=146033927&blogID=452227225'
 'http://blog.myspace.com/index.cfm?fuseaction=blog.view&friendID=103413920&blogID=452132920'
 'http://tmq2.wordpress.com/2008/11/28/sean-penn-the-baby-with-a-loaded-gun-with-video/'
 'http://tmq2.wordpress.com/2008/11/28/sean-penn-like-a-baby-with-a-loaded-gun-with-video/'
 'http://blog.myspace.com/index.cfm?fuseaction=blog.view&friendID=97521563&blogID=453569765'
 'http://coha.org/2008/12/conversations-with-chavez-and-castro/']",A,0.4609,['US'],1
14,77339,2008-09-30-043222,"she said after a couple of weeks of doing this, she realized that nobody seemed to notice that she did not deliver it.... at that point she knew she had to get rid of the undelivered mail,",ed moore,Q24705542,2008-09-30 21:19:36,8,"['http://chicagotribune.com/news/chi-ap-mi-odd-stolenmail,0,47249.story'
 'http://freep.com/apps/pbcs.dll/article?AID=/20080930/NEWS06/80930080/1118/RSS'
 'http://wxyz.com/news/local/story.aspx?content_id=ccce6bf0-7499-47d4-86f9-21736c62c562&rss=785'
 'http://breitbart.com/article.php?id=D93HBH281&show_article=1'
 'http://miamiherald.com/news/weird-news/story/707737.html'
 'http://sunherald.com/weird/story/850440.html'
 'http://chicagotribune.com/news/custom/offbeat/sns-ap-odd-stolen-mail,0,5151379.story?track=rss'
 'http://bgnews.com/news/2008/10/03/OddNews/newman.Postal.Worker.Fails.To.Deliver.Mail-3468167.shtml']",A,0.5852,['US'],1
15,78502,2008-12-23-007619,"due to some misunderstanding in the beginning of 2007, i had to file the case against sheikh hasina, former prime minister and daughter of father of the nation bangabandhu sheikh mujibur rahman. the incident was undesired and unexpected for me.",tajul islam,Q27914365,2008-12-23 18:10:06,1,['http://thedailystar.net/story.php?nid=68506'],A,0.5067,['BG'],1
16,64118,2008-09-21-020834,"mercer stainless provided the material, some from the scrap bin and some from the offcuts, along with a lot of associated expertise and help,",joe hicks,Multiple,2008-09-21 17:28:59,1,['http://stuff.co.nz/4700659a6002.html?source=RSSdailynews/headlines_20080922'],A,0.511,['NZ'],1
17,92143,2008-09-28-037035,"we can no longer wait... to transform the g8 into the g14, to let china enter, to let india enter, to let south africa, mexico and brazil enter,",None,,2008-09-28 09:43:11,1,['http://in.news.yahoo.com/137/20080928/371/tbs-italy-aims-to-expand-g8-to-include-c.html'],A,0.5162,['US'],1
18,102105,2008-09-10-020355,"i foresee the time when industry shall no longer denude the forests which require generations to mature, nor use up the mines which were ages in the making, but shall draw its raw material largely from the annual products of the fields,",henry ford,Multiple,2008-09-10 12:59:45,2,"['http://treehugger.com/files/2008/09/automobile-farm.php'
 'http://sdca.wordpress.com/2009/07/24/sustainable-energy-for-public-transport-a-breakdown-of-the-alternatives/']",A,0.5582,['US'],1
19,9909,2008-10-30-035542,"one aspect of that is being there for our riders, particularly on an important day like tuesday, as an election day,",jay wyatt,Q55101290,2008-10-30 01:50:52,1,['http://keyetv.com/news/local/story.aspx?content_id=d4c752fd-7d35-433f-b277-fd6d97c65104&rss=909'],A,0.5756,['US'],1
20,27259,2008-12-30-012092,how many more mothers and babies are going to be put at risk before the government gets serious about recruiting the specialist doctors needed?,jillian skinner,Q6193175,2008-12-30 04:17:49,1,['http://abc.net.au/news/stories/2008/12/30/2456743.htm'],A,0.5183,['AS'],1
21,19747,2008-12-15-053275,"we keep hearing each day of additional cuts, and i think even as we go into the early part of 2009, those announcements will continue to be with us, so it's certainly not the end at this point.",carlos gomes,Multiple,2008-12-15 19:58:58,8,"['http://canadianbusiness.com/markets/headline_news/article.jsp?content=b121569A&utm_source=markets&utm_medium=rss'
 'http://ca.rd.yahoo.com/finance/news/rss/story/*http://ca.news.finance.yahoo.com/s/15122008/2/biz-finance-canadian-auto-industry-lose-20-000-jobs-aid.html'
 'http://canadianbusiness.com/markets/market_news/article.jsp?content=b121569A&utm_source=markets&utm_medium=rss'
 'http://canadianbusiness.com/markets/headline_news/article.jsp?content=b1215107A&utm_source=markets&utm_medium=rss'
 'http://canadianbusiness.com/markets/market_news/article.jsp?content=b1215107A&utm_source=markets&utm_medium=rss'
 'http://thechronicleherald.ca/Business/1096212.html'
 'http://torontosun.com/news/canada/2008/12/16/7763491-sun.html'
 'http://thesudburystar.com/ArticleDisplay.aspx?e=1348040']",A,0.7092,['CA' 'US'],1
22,27852,2008-12-04-036522,just walked out in front of the car,jordan bell,Q29109873,2008-12-04 07:43:42,1,['http://eadt.co.uk/content/eadt/news/story.aspx?brand=EADOnline&category=News&tBrand=EADOnline&tCategory=News&itemid=IPED03%20Dec%202008%2023%3A29%3A47%3A533'],A,0.6812,['UK'],1
23,172,2008-12-02-022266,"i think that this could be a wake-up call,",robert grenier,Multiple,2008-12-02 23:19:15,6,"['http://crainsnewyork.com/apps/pbcs.dll/article?AID=/20081202/FREE/812029973/-1/rss01&rssfeed=rss01'
 'http://northjersey.com/r?19=961&43=272406&44=35454484&32=4497&7=309037&40=http%3A%2F%2Fwww.northjersey.com%2Fnews%2Fworld%2F35454484.html'
 'http://profit.ndtv.com/2008/12/03190005/Mumbai-siege-raises-concerns-a.html'
 'http://msnbc.msn.com/id/28032477/'
 'http://baltimoresun.com/news/world/bal-te.security07dec07,0,7234397.story?track=rss']",A,0.6701,['US' 'IN'],1
24,48662,2008-11-05-052863,"the first hour we opened, they were gone,",barack obama,Q76,2008-11-05 18:22:12,2,"['http://daytondailynews.com/n/content/oh/story/news/local/2008/11/05/ddn110508newspapersweb.html?cxtype=rss&cxsvc=7&cxcat=16'
 'http://daytondailynews.com/localnews/content/oh/story/news/local/2008/11/05/ddn110508newspapersweb.html?cxtype=rss&cxsvc=7&cxcat=16']",A,0.4544,['US'],1
25,814,2008-09-23-039766,"people definitely don't understand what it means to be simple,",andrew ross,Multiple,2008-09-23 05:11:26,1,['http://biconews.com/?p=9245'],A,0.5746,['US'],1
26,60379,2008-12-13-039390,"we knew we had to grind it out; it was the second (game) of a back-to-back and our legs were a little wobbly,",paul pierce,Q121647,2008-12-13 05:30:30,4,"['http://us.rd.yahoo.com/dailynews/rss/sports/*http://news.yahoo.com/s/nm/20081213/sp_nm/us_nba_celtics'
 'http://feeds.reuters.com/~r/reuters/sportsNews/~3/UJ5LJrFAasU/idUSTRE4BC0OJ20081213'
 'http://boston.com/news/local/massachusetts/articles/2008/12/13/celtics_beat_hornets_to_win_14th_in_a_row_1229155773?rss_id=Boston.com+--+Latest+news'
 'http://haaretz.com/hasen/spages/1046218.html']",A,0.4147,['IS' 'US'],1
27,33199,2008-09-12-061146,"wareing is emerging from ramsay's shadow' as the proprietor of what is now clearly the, and he and his team should be congratulated,",gordon ramsay,Multiple,2008-09-12 14:02:29,2,"['http://us.rd.yahoo.com/dailynews/rss/world/*http://news.yahoo.com/s/nm/20080912/od_nm/britain_food_guides_odd_dc'
 'http://us.rd.yahoo.com/dailynews/rss/oddlyenough/*http://news.yahoo.com/s/nm/20080912/od_nm/britain_food_guides_odd_dc']",A,0.3912,['US'],1
28,93736,2008-12-15-033741,"over the past decade, disputes between royal mail's management and the communication workers union have made a major impact on the company's ability to implement change and make progress in transforming the business.",richard hooper,Multiple,2008-12-15 09:22:19,1,['http://telegraph.co.uk/news/newstopics/politics/labour/3759747/Taxpayers-may-have-to-foot-7billion-bill-for-Royal-Mail-pensions-deficit.html'],A,0.6638,['UK'],1
29,16989,2008-12-27-021079,"songs from the eye of an elephant,",None,,2008-12-27 18:50:53,4,"['http://blog.myspace.com/index.cfm?fuseaction=blog.view&friendID=4563275&blogID=459347956'
 'http://wiu.edu/newsrelease.sphp?release_id=7176'
 'http://morningjournal.com/articles/2009/10/16/entertainment/mj1750383.txt'
 'http://radioalice.radio.com/2010/08/30/now-zen-artist-profile-ryan-star/']",A,0.3308,['US'],1
30,120582,2008-09-18-030244,it officially broke the buck.,chris jones,Multiple,2008-09-18 22:43:05,1,['http://cfo.com/article.cfm/12280172/?f=rsspage'],A,0.5736,['US'],1
31,19071,2008-11-29-035299,"we will do our best to keep the information confidential, but we need to know if there are more victims out there.",None,,2008-11-29 00:33:52,2,"['http://rgj.com/article/20081128/NEWS01/81128033'
 'http://rgj.com/article/20081128/NEWS18/81128045']",A,0.5141,['US'],1
32,113108,2008-12-26-004734,"Dude, you got ta go.",Kevin Scott,Multiple,2008-12-26 05:22:00,48,"['http://myspace.com//umitamashi_/blog/459112911'
 'http://blog.myspace.com/index.cfm?fuseaction=blog.view&friendID=2347642&blogID=459112911'
 'http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=2347642&blogId=459112911'
 'http://wusa9.com/mb/news/nation-now/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/372260990'
 'http://wusa9.com/news/nation-now/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/372260990'
 'http://cbs19.tv/news/nation-now/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/372263300'
 'http://news10.net/mb/news/nation-now/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/372263206'
 'http://news10.net/news/nation-now/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/372263206'
 'http://nwcn.com/news/nation-now/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics-1/372262279'
 'http://9news.com/mb/news/nation-now/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/372263741'
 'http://9news.com/news/nation-now/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/372263741'
 'http://nwcn.com/news/nation-now/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics-3/372265904'
 'http://nwcn.com/news/nation-now/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics-4/372265931'
 'http://11alive.com/mb/news/nation-now/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/372263920'
 'http://wcsh6.com/mb/news/nation-now/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/372263877'
 'http://wgrz.com/mb/news/nation-now/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/372263871'
 'http://azcentral.com/longform/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://burlingtonfreepress.com/longform/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://cincinnati.com/story/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://citizen-times.com/story/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://courierpress.com/longform/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://floridatoday.com/story/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://indystar.com/longform/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://jacksonsun.com/longform/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://jconline.com/longform/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://jsonline.com/story/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://lansingstatejournal.com/longform/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://livingstondaily.com/longform/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://montgomeryadvertiser.com/longform/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://mycentraljersey.com/longform/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://naplesnews.com/longform/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://news-press.com/story/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://news.cincinnati.com/story/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://northjersey.com/story/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://pnj.com/longform/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://pnj.com/story/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://tennessean.com/longform/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://thedailyjournal.com/longform/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://thestarpress.com/longform/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://www.freep.com/longform/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://www.freep.com/story/news/investigations/2016/12/18/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics/88825826/'
 'http://archive.ksdk.com/news/local/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics_/373048436'
 'http://wtsp.com/news/local/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics_/373060398'
 'http://wtsp.com/news/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics_/373060398'
 'http://kare11.com/news/nation-now/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics_/373128253'
 'http://11alive.com/news/nation-now/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics_/373329640'
 'http://9news.com/news/nation-now/he-could-have-been-stopped-how-one-pedophile-kept-coaching-gymnastics_/373349961'
 'https://www.stanforddaily.com/2019/05/30/letter-to-the-editor-economics-visiting-scholar/']",A,0.4611,['US'],1
33,36464,2008-10-23-038708,"nope, we didn't know it was coming, he just did it,",phil woolas,Q338063,2008-10-23 15:13:18,1,['http://blogs.telegraph.co.uk/iain_martin/blog/2008/10/23/what_is_up_with_phil_woolas'],A,0.5283,['UK'],1
34,68657,2008-09-26-042760,"shall not exceed $7.00, total, and only if ceos return all stock options, bonuses, and salaries to their respective firms.",sarah palin,Q43144,2008-09-26 21:21:01,1,['http://buffalonews.typepad.com/politics_now/2008/09/bushs-magical-m.html'],A,0.7917,['US'],1
35,52809,2008-09-24-049150,"that was clearly done with carbon in mind,",bill grant,Multiple,2008-09-24 22:11:22,1,['http://startribune.com/business/27570404.html?elr=KArksUUUU'],A,0.7065,['US'],1
36,34375,2008-10-22-044623,somebody placed it based on the artwork or listened to it. the label didn't do any marketing.,shannon worrell,Q7488983,2008-10-22 22:49:56,1,['http://readthehook.com/blog/index.php/2008/10/22/shannon-worrell-album-featured-on-itunes'],A,0.5872,['US'],1
37,87429,2008-10-20-058253,"we think that the message in the financial markets' volatility is that the successful investment opportunities of the future will be among conservative, high-quality assets,",richard bernstein,Multiple,2008-10-20 18:15:50,1,['http://us.rd.yahoo.com/finance/news/rss/story/*http://us.rd.yahoo.com/finance/freex/smart/SIG=12k8b5567/*http://yahoo.smartmoney.com/Investing/Stocks/Pundits-Stay-Sober-Somber-on-Economy/?afl=yahoo'],A,0.5718,['US'],1
38,9030,2008-12-29-021378,it's ok if we lose,brett favre,Q267088,2008-12-29 16:48:16,1,['http://nydailynews.com/forums/thread.jspa?messageID=742424&tstart=0#742424'],A,0.6582,['US'],1
39,71086,2008-11-19-045976,the afl will always be guided by the information supplied by the medical experts. that was always going to be our position. the conditions that apply to ben were the recommendations of professionals who have studied all the information.,andrew demetriou,Q4756787,2008-11-19 13:29:58,2,"['http://theaustralian.news.com.au/story/0,,24677605-7583,00.html?from=public_rss'
 'http://theaustralian.news.com.au/story/0,,24677605-12270,00.html?from=public_rss']",A,0.4926,['AS'],1
40,18438,2008-12-12-041454,"said goodbye to his loved ones,",johan delmulle,Q2118793,2008-12-12 03:51:08,2,"['http://mercurynews.com/nationworld/ci_11199966?source=rss'
 'http://smh.com.au/news/world/terrorists-thwarted-say-belgians/2008/12/12/1228585118872.html']",A,0.5796,['US' 'AS'],1
41,100870,2008-10-31-014598,"i decided to step up to the plate, and i'd always had an interest in history and politics,",brian davis,Multiple,2008-10-31 14:47:12,1,['http://minnpost.com/stories/2008/10/31/4216/importance_of_being_earnest_few_attacks_in_walz-davis_race'],A,0.3904,['US'],1
42,35729,2008-09-30-023495,"if i can go out and lead kobe bryant, who's won mvps and championships, i should be able to go out and lead daniel gibson.",lebron james,Q36159,2008-09-30 06:47:01,1,['http://chroniclet.com/2008/09/30/lebron-cavaliers-say-this-seasons-goal-is-simple-win-it-all_122'],A,0.493,['US'],1
43,14860,2008-12-19-059442,"you want to make sure your adviser is complying with regulations and putting your interests first,",None,,2008-12-19 14:05:16,2,"['http://kiplinger.com/rss/r.php/k4823648342cff/http://www.kiplinger.com/features/archives/2008/12/how-to-avoid-financial-fraud.html'
 'http://kiplinger.com/rss/r.php/k4821308d9d6ee/http://www.kiplinger.com/features/archives/2008/12/how-to-avoid-financial-fraud.html']",A,0.5465,['US'],1
44,103692,2008-09-11-035613,"larger, more visible tips",mel karmazin,Q6810747,2008-09-11 14:28:53,1,['http://mediabistro.com/fishbowlDC/taking_out_the_trash/morning_reading_list_091108_94173.asp?c=rss'],A,0.5397,['US'],1
45,115326,2008-12-30-034409,somewhere in here there has to be a pony!,peter connolly,Multiple,2008-12-30 12:35:16,1,['http://us.rd.yahoo.com/dailynews/rss/search/hotel/SIG=11t4h44hb/*http%3A//www.hospitalitynet.org/news/154000320/4039237.html'],A,0.4586,['US'],1
46,99239,2008-10-15-038668,"no debate. it's incredibly gloomy,",gary baker,Multiple,2008-10-15 13:42:18,1,['http://uk.reuters.com/article/fundsNews/idUKLNE49E0AD20081015?feedType=RSS&feedName=fundsNews'],A,0.5817,['US'],1
47,67646,2008-10-13-033095,oh my god is that what i look like. i look ridiculous.,ross kemp,Q927771,2008-10-13 00:50:56,1,['http://mirror.co.uk/tv-entertainment/tv/shelleyvision/2008/10/13/welcome-to-richard-madeley-s-mad-mad-world-115875-20798347'],A,0.4496,['UK'],1
48,111823,2008-10-18-002458,at the women's club.,dave matthews,Q380381,2008-10-18 19:25:22,4,"['http://blog.myspace.com/index.cfm?fuseaction=blog.view&friendID=35258211&blogID=441946840'
 'http://bulletin.aarp.org/states/pa/2009/25/articles/reviews_new_pop_country_roots_jazz_and_classical.html'
 'http://tuscaloosanews.com/article/20100319/news/100319504']",A,0.3059,['US'],1
49,93290,2008-10-14-059582,"we must, in an uncertain and unstable world, be the rock of stability on which british people can depend.",fred goodwin,Multiple,2008-10-14 06:40:00,1,['http://dailyrecord.co.uk/news/scottish-news/2008/10/14/government-takes-majority-stake-in-royal-bank-of-scotland-as-part-of-credit-crunch-rescue-bid-86908-20801608'],A,0.4139,['UK'],1
50,8458,2008-09-03-011471,everyone knew him but for good reasons. he was innocent. i'm just totally shocked. his family are devastated. they are very quiet and don't want to talk to anyone.,christopher foster,Multiple,2008-09-03 16:21:05,1,['http://news.uk.msn.com/Article.aspx?cp-documentid=9451644'],A,0.5489,['US'],1
51,117785,2008-10-03-052247,"the patriots missed some tackles that really hurt them a couple weeks ago,",matt wilhelm,Q3299578,2008-10-03 22:28:30,1,['http://chargers.com/news/headlines/chargers-dig-deep.htm'],A,0.3597,['US'],1
52,105290,2008-10-20-001962,"all we worried about then was whether we were going to be lonely and find the right person,",colin firth,Q162492,2008-10-20 00:17:43,1,['http://telegraph.co.uk/arts/main.jhtml?xml=/arts/2008/10/20/bfsharon120.xml'],A,0.217,['UK'],1
53,30472,2008-09-25-063954,"we are looking seriously at entering into the wind power sector. though no final decision has been taken so far, we would like to have 25 mw power generation capacity,",s jha,Q55302932,2008-09-25 13:38:32,1,['http://business-standard.com/common/storypage_c.php?leftnm=10&bKeyFlag=IN&autono=47167'],A,0.6846,['IN'],1
